職缺內容,公司名稱,內容,地址,薪資,網址
(RR)Python自動化軟體開發工程師-南港,神準科技股份有限公司,"1. 產品自動化驗證相關技術研究，驗証工具開發
2. 建置和維護自動化平台
3. 依據規格要求進行程式規劃及設計

程式語言以Python為主,Shell script 為輔

加分非必要
1.了解基本網路通訊協定
2.了解C, Python,",台北市南港區,待遇面議,//www.104.com.tw/job/75rd8?jobsource=jolist_c_relevance
資料科學家,財團法人台灣地理資訊中心,"1.建構數據分析環境。
2.以機器、深度學習與統計分析等最佳化研究與開發。
3.規劃數據模型，進行統計與分析，開發資料視覺化圖表。
4.數據研究報告撰寫。
5.開發及設計BI分析報表。
6.協助專案研發與新技術的導入。
7.對學習新技術具有熱情，具備良好的溝通及團隊合作能力。
8.其他主管交辦事項。",台北市中正區,待遇面議,//www.104.com.tw/job/779eo?jobsource=jolist_c_relevance
AI_資料科學線上課程編輯實習生(兼職),聯成數網股份有限公司," . 

【工作報酬】 
- 工作報酬以影音節目的錄製時長計價(面議)。

【必要條件】
你需熟悉下列任二項以上的知識技能 (★任2項即可)
- 熟悉Python 與Python相關的資料科學、scikit-learn等函式庫；熟悉Anaconda",台北市大同區,待遇面議,//www.104.com.tw/job/77bf2?jobsource=jolist_c_relevance
DSU-Data Scientist/Engineer,大聯大投資控股股份有限公司,"勘應用
．客戶風險管控分析
未來將逐步整合集團內部的各資料來源，建立資料科學的Data Lake，規劃視覺互動的方式呈現資料專案結果，預計將進行的工作包含：
．資料科學的雲端資料中心
．資料視覺化應用

【徵才條件】 
團隊以Python為主要研發",台北市南港區,待遇面議,//www.104.com.tw/job/6cv1g?jobsource=jolist_c_relevance
研發替代役-智慧影像系統研發工程師 (Video Analystic System R&D Engineer),博遠智能科技股份有限公司,"1.熟悉C/C++或Python
2.具備影像分析處理演算法理論基礎及實作能力
3.具備影像應用系統實作及第三方軟體整合優化經驗(如OpenCV)者佳
4.具備2D、3D機器視覺演算法開發經驗者佳",新竹縣竹北市,待遇面議,//www.104.com.tw/job/58b7w?jobsource=jolist_c_relevance
軟體系統開發工程師(後端)-新竹,友上科技股份有限公司,"基於友上的倉儲及運輸方案，以Python為基礎，開發資訊系統以整合物流自動化，滿足半導體工廠物流自動化需求。
1.負責專案軟體之 Web Service後端程式開發。
2.運用Python、Django開發。
",新竹市,待遇面議,//www.104.com.tw/job/79pay?jobsource=jolist_c_relevance
系統工程師,速博康科技股份有限公司,"1. 進行軟體管理系統處理，系統的安裝建置。
2. 協助 RD 部門，提供相關的系統操作測試(滲透測試)，並撰寫測試程式(python)與技術支援。
3. 協助 RD 部門，撰寫流程文件與管理。
4. 伺服器及網路設備安裝、設定、管理及維護等。",台北市南港區,待遇面議,//www.104.com.tw/job/7can2?jobsource=jolist_c_relevance
Customer Advocate Engineer(可視訊面試),雙子星雲端運算股份有限公司,"構有基礎概念。 
3. 善於 Virtual Team 模式合作 。
4. 系統安裝設定之經驗。
5. 程式開發之經驗。

技術需求 ：
1. 熟悉Python 程式語言者佳。
2. 熟悉 Restful API 者佳 。
3. 熟悉 K8S、",新竹市,待遇面議,//www.104.com.tw/job/6df7t?jobsource=jolist_c_relevance
系統整合測試工程師,瑞德感知科技股份有限公司,"負責防災產品系統之自動化測試，需熟悉以下技術：

- 規劃軟體系統產品測試流程
- 規劃產品整合測試流程
- 開發自動化測試工具
- 與研發人員討論並確認測試項目
- 撰寫測試報告並追緃修正狀態
- 具 Python 或自動化測試經驗尤佳

本公",台北市南港區,"月薪45,000~55,000元",//www.104.com.tw/job/7c47l?jobsource=jolist_c_relevance
QA Engineer,曙客股份有限公司,"除了和 10 餘人的產品團隊一起開發與維運 FunNow 外，也將參與 FunNow 正在打造的大數據系統、商家 BI 平台與消費者推薦系統。你將與我們優秀的 UI/UX 團隊密切合作，與我們的市場開發團隊一起吃喝玩樂，與我們行銷團隊發想吸引消費者的 APP 功能，與我們營運團隊打造內部系統。在 FunNow 的軟體測試工程師，不僅只是負責把關及提升系統的品質，更需要你的腦袋與我們一起打造全球第一個都會玩樂的即時預訂平台。

【工作內容】
 - Co-work with developers and UI/UX designers to deliver each release on time.
 - Design, develop and execute test plans and test cases through TestRail to enhance the quality of our products.
 - Design and develop test automation scripts to broaden the test scope.
 - Track and manage issue status via Jira.
 - Constantly look to improve the development process across the development cycles.

【必要條件】
- At least 3 years of experience in mobile, web and RESTful API testing.
 - Ability to assist developers in digging out the root cause of a defect and measure its impact on each release.
 - Familiar with API documentation tools, such as Postman, Swagger, Restlet Client, etc.
 - Familiar with database and SQL command.
",台北市松山區,"年薪800,000~1,200,000元",//www.104.com.tw/job/7crmn?jobsource=jolist_c_relevance
【實習計畫】-AI應用(台中),美律實業股份有限公司,"強力徵求「聲」懷絕技的您!
想了解電聲領域最新科技嗎? 美律提供您與國際接軌的發展機會!
應用書本上的理論知識，搭配輔導員一對一指導，提前培養軟實力&硬實力，讓您未來就業輕鬆拿出即戰力!!


【實習內容】
1.數據前處理與分析。
2.AI模型開發。


【實習期間】
1.年度實習：2021/6至2022/7
2.實習時間：週一至週五，周休二日(能全年實習者尤佳)
P.S每周實習天數可視實際需求議定",台中市南屯區,時薪160元,//www.104.com.tw/job/71741?jobsource=jolist_c_relevance
資訊系統工程師,國立清華大學_智慧製造與循環經濟研究中心,"1.	參與專案需求討論，根據需求進行系統設計以及開發與測試等工作
2.	主責系統的建置與維護
3.	需與外部廠商進行問題討論及需求溝通
",新竹市,"月薪50,000元以上",//www.104.com.tw/job/73s56?jobsource=jolist_c_relevance
後端工程師,詮睿科技股份有限公司,"除錯

具備條件：
1. 一年以上開發經驗
2. 熟悉至少一個後端語言（Node.js, PHP, Python...etc)
3. 熟悉RESTful概念並具API開發經驗
4. 具備CI /CD 、DevOps 相關經驗
5. 熟悉 Linux",台北市松山區,待遇面議,//www.104.com.tw/job/7c99s?jobsource=jolist_c_relevance
33100-軟體工程師(台北),QNAP_威聯通科技股份有限公司," software、KVM、K8S、Cloud application等領域的基礎知識與應用程式開發

對於應徵者，我們希望:
- 熟悉C/C++、Python或Golang 程式語言
- 具 Jenkins pipeline 基礎
- 具資料分析能力與軟體除錯",台北市大安區,待遇面議,//www.104.com.tw/job/79ms5?jobsource=jolist_c_relevance
"資料科學研究員 Research Data Scientist, Vapour",霖園關係企業_神坊資訊股份有限公司,"，利用既有或研發新理論來解決

-----------【必要條件】------------
-熟悉機器學習、深度學習及統計學
-熟悉在python下處理資料科學相關工作

-----------【加分條件】------------
-熟悉",台北市信義區,待遇面議,//www.104.com.tw/job/7b4jk?jobsource=jolist_c_relevance
PHP開發工程師*薪優*,億集創見應用科技股份有限公司,"
3. 熟悉 專案開發流程，SA / SD 經驗
4. Python 開發經驗
5. 熟悉 Linux 基本常見指令",台中市西區,"月薪38,000~42,000元",//www.104.com.tw/job/744gt?jobsource=jolist_c_relevance
AI_資料科學顧問專家長期合作(兼職),聯成數網股份有限公司," 熟悉Python 與Python相關的資料科學、scikit-learn等函式庫；熟悉Anaconda / Google Colab 開發環境。
- 熟悉資料特徵工程、資料預處理技術，有實際處理過大規模資料集的資料前處理經驗
- 熟悉Python網",台北市大同區,待遇面議,//www.104.com.tw/job/6z44g?jobsource=jolist_c_relevance
